code	lc	product_name_ca	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_it	product_name_nl	product_name_pt	product_name_sv	product_name_tr	generic_name_ca	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_es	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	ingredients_text_ro	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	lactose_value	lactose_unit	lactose_prepared_value	lactose_prepared_unit	vitamin-c_value	vitamin-c_unit	potassium_value	potassium_unit	phosphorus_value	phosphorus_unit	zinc_value	zinc_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_4_material	packaging_5_material	nutriscore_score_producer	nutriscore_grade_producer	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
8410320398244	fr			Jamón Cocido	Jamon Cocido															75 g.				Campofrío	campofrio	Viandes et dérivés, Charcuteries, Jambons, Jambon cuit choix découenné dégraissé	en:meats-and-their-products,en:prepared-meats,en:hams,en:cooked-ham-choice-rind-less-and-fatless	Point Vert, Sans lactose	en:green-dot,en:no-lactose	Espagne	en:spain			0												Jamón de cerdo (75%), agua, aromas, sal, dextrosa, estabilizantes (E450, E451, E407a, E412), azúcar, antioxidante (E316) y conservadores (E262, E250).													100g	100g	426	kJ			101	kcal			3	g			1.2	g			1.5	g			1.5	g			0	g	17	g			2	g			0.8	g					426	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	5	e	12	1	28913	-5	-15	1	0									App - smoothie-openfoodfacts, Apps
8480000603296	es				Jamón cocido															200 g				Hacendado	hacendado	Productos a base de carne, Embutidos, Jamón, Jamón cocido, Productos cárnicos españoles	en:meats-and-their-products,en:prepared-meats,en:hams,en:white-hams,en:spanish-meat-products	Sin gluten, Punto Verde, Sin lactosa	en:no-gluten,en:green-dot,en:no-lactose	España	en:spain	Mercadona	mercadona	0		España	en:spain									Jamón (85%), agua, sal jarabe de glucosa, estabilizantes (E-451, E-407), antioxidante (ascorbato sódicol. especias, aromas, conservadores (acetato potásico, nitrito sódico). Abrir 5 minutos antes de servir.													100g	100g	424	kJ			101.3	kcal			2.5	g			0.96	g			0.9	g			0.9	g			0	g	18.6	g			1.9	g			0.76	g					424	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	4	d	20	1	28925	3	-15	1	0									App - Yuka, Apps, App - smoothie-openfoodfacts
8435324003727	es				Jamón Serrano															2 x 120 g				Jamcal	jamcal	Productos a base de carne, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano	en:meats-and-their-products,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham			España	en:spain	Mercadona	mercadona	0					Calamocha	calamocha						jamón de cerdo, sal, azúcar, conservadores (E-250 y E-252) y antioxidantes (E-301)													100g	100g					272	kcal			12.800000190735	g			6.4000000953674	g			1	g			0.5	g					29.799999237061	g			4.09000025	g			1.6360001	g					272	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	e	19	e	-5	1	28845	3	-15	1	0									App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
8410843137092	es				Jamón cocido extra																			Elpozo	elpozo	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Bajo o sin grasas, Bajo en grasas, Sin gluten, Punto Verde, Sin potenciadores del sabor	en:low-or-no-fat,en:low-fat,en:no-gluten,en:green-dot,en:no-flavour-enhancer	España	en:spain			0																									100g	100g	412.1	kJ			97.7	kcal			2.5	g			1	g			0.3	g			0.3	g					18.5	g			1.9	g			0.76	g					412.1	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
8410843129912	es				Jamón cocido															2x150g				Elpozo	elpozo	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Bajo o sin grasas, Bajo en grasas, Sin potenciadores del sabor	en:low-or-no-fat,en:low-fat,en:no-flavour-enhancer	España	en:spain	Alcampo	alcampo	0																									100g	100g					97	kcal			2.5	g			1	g			0.30000001192093	g			0.30000001192093	g					18.5	g			1.8999999761581	g			0.75999999046324	g					97	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps, App - smoothie-openfoodfacts
8410320031332	es				Finissimas, jamón cocido extra		Finíssimas jamón cocido extra																	Campofrío	campofrio	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido, fr:Charcuteries cuites	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams,fr:charcuteries-cuites	Sin gluten, Sin lactosa	en:no-gluten,en:no-lactose	España	en:spain			0												Jamón de cerdo (82%), agua, aromas, dextrosa, sal, estabilizantes (e451, e407, e262, e508, e412), antioxidante (e316), y conservador (e250).													100g	100g					91	kcal			1.5	g			0.6	g			1.3	g			1.3	g					18	g			2.1	g			0.84	g					91	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	5	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
8480012034644	es				Jamón cocido finas lonchas															200 g	30 g			Eliges	eliges	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Bajo o sin grasas, Bajo en grasas, Sin gluten, Punto Verde	en:low-or-no-fat,en:low-fat,en:no-gluten,en:green-dot	España	en:spain			0																									100g	100g	423	kJ			100	kcal			2	g			0.7	g			2.5	g			1.1	g					18	g			1.9	g			0.76	g					423	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
8410320011488	es				Jamón Curado		Jamón Curado													96 g.				Navidul	navidul	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, en:raw-cured-ham	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,en:raw-cured-ham			Francia, España	en:france,en:spain			0																									100g	100g					212	kcal			10	g			3.8	g			0.5	g			0.5	g					30	g			5	g			2	g					212	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	15	e	-5	1	28845	3	-15	1	0									App - elcoco, App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
8413080004110	es				Jamón cocido lonchas															450 g				Gourmet	gourmet	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Hecho en España, Sin lactosa	en:made-in-spain,en:no-lactose	España	en:spain			0																									100g	100g					105	kcal			3	g			0.9	g			1.5	g			1.5	g					18	g			2	g			0.8	g					105	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
8480012013014	es				Jamón cocido																			Eliges	eliges	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Sin gluten, Sin lactosa	en:no-gluten,en:no-lactose	España	en:spain			0							ES 10.13604/GE EC	es-10-13604-ge-ec				"Jamón de cerdo (74%), agua, antioxidantes (E-316, É-326), sal, estabilizantes (E-407, E-451), dextrosa, azúcar, conservador (E-250)."													100g	100g	419	kJ			100	kcal			3.2	g			1.1	g			0.7	g			0.5	g					17	g			2.5	g			1	g					419	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	d	12	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
8480010309539	es				Paleta cocida															250 g				eroski	eroski	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Sin gluten, Sin lactosa, Nutriscore, Nutriscore C	en:no-gluten,en:no-lactose,en:nutriscore,en:nutriscore-grade-c	España	en:spain			0																									100g	100g					95	kcal			3	g			1	g			2	g			1.5	g					15	g			2.2	g			0.88	g					95	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	5	e	12	1	28925	-5	-15	1	0									App - yuka, Apps, App - El CoCo
00585605902120001138	es				Finísimo jamón cocido																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Punto Verde	en:green-dot	España	en:spain			0																									100g	100g	460	kJ			109	kcal			3	g			1	g			2.5	g			0.6	g					18	g			2	g			0.8	g					460	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
8410843148258	es			Jamón Curado 1954	Jamón Curado 1954		Jamón Curado 1954													50g				El Pozo	el-pozo	Productos a base de carne, Embutidos, Jamón	en:meats-and-their-products,en:prepared-meats,en:hams			España	en:spain			0																									100g	100g																																																																															en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	unknown		unknown		1		-5	-15	1	0									App - smoothie-openfoodfacts, Apps
8410843032915	es				Selección jamón curado lonchas finas sin gluten sin lactosa		Lonchas El Pozo Jamon Seleccion 100GR													90 g				El Pozo	el-pozo	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón Curado	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,es:jamon-curado	Sin gluten, Fuente de proteínas, Punto Verde, Alto en proteinas, Sin lactosa	en:no-gluten,en:source-of-proteins,en:green-dot,en:high-proteins,en:no-lactose	España	en:spain			0					Murcia,España	murcia,espana	ES 10.01672/MU EC	es-10-01672-mu-ec			ham of pork (145g to get 100g of cured ham), salt, conservative (e-252), a product subject to drying, packaging in protective atmosphere,	Jamón de cerdo (145g para obtener 100g de jamón curado), sal, conservador (E-252),													100g	100g					232	kcal			12.5	g			4.6	g			0	g			0	g					30	g			5	g			2	g					232	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	d	16	unknown		1		-5	-15	1	0									App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood
8480017248107	en				Jamón serrano reserva medias lonchas			Jamon Serrano Reserva													100 g			Dia	dia	Meats and their products, Prepared meats, Hams, Cured hams, Dried hams, Spanish meat products, Serrano ham	en:meats-and-their-products,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham	No gluten, No lactose	en:no-gluten,en:no-lactose	Spain	en:spain			0												Jamón de cerdo (145 g de jamón de cerdo utilizados para elaborar 100 g de producto final), sal, antioxidante (E301), conservadores (E250, E252). Valores energéticos y nutricionales medios por 100 g													serving	100g	1063	kJ			254	kcal			16	g							0.5	g									27	g			98.3475	g			39.339	g					1063	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	unknown		e	-5	1	28845	3	-15	1	0									App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts, App - macrofactor
8410320138703	es				Surtido de loncheados															14				Navidul	navidul	Productos a base de carne, Carnes, Embutidos, Jamón	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams			España	en:spain			0																									100g	100g																																																																															en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	unknown		unknown		1		-5	-15	1	0									App - elcoco, Apps, App - yuka, App - El CoCo
8480010122930	es				Jamón de cebo de campo ibérico																			Eroski	eroski	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, fr:Jambons ibériques, Jamón ibérico de cebo	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,fr:jambons-iberiques,fr:jambons-iberiques-de-cebo	Fuente de proteínas, Alto en proteinas	en:source-of-proteins,en:high-proteins	España	en:spain	Eroski	eroski	0																									100g	100g					286	kcal			16	g			6.6	g			0.9	g			0	g					34	g			3.9	g			1.56	g					286	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	e	19	e	-13	1	28812	-5	-15	1	0									App - elcoco, Apps, App - yuka, App - El CoCo
8480010100822	es				Jamón curado																			Eroski	eroski	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón Curado	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,es:jamon-curado	Fuente de proteínas, Alto en proteinas	en:source-of-proteins,en:high-proteins	España	en:spain			0																									100g	100g					212	kcal			10	g			4.1	g			0.6	g			0	g					30	g			5.6	g			2.24	g					212	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	16	unknown		1		-5	-15	1	0									App - yuka, Apps
8421691707016	es				Jamon cocido extra															125 g				alipende	alipende	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Sin gluten, Fuente de proteínas, Alto en proteinas, Sin lactosa	en:no-gluten,en:source-of-proteins,en:high-proteins,en:no-lactose	España	en:spain			0																									100g	100g					102	kcal			2.1	g			0.8	g			1.7	g			1	g					19	g			2.5	g			1	g					102	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	11	e	12	1	28925	-5	-15	1	0									App - elcoco, Apps, App - yuka, App - El CoCo
8411477911171	es				Tiras de Jamon Cocido Extra															2 x 100 g				monells	monells	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Sin gluten, Fuente de proteínas, Alto en proteinas	en:no-gluten,en:source-of-proteins,en:high-proteins	España	en:spain			0																									100g	100g																																																																															en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	unknown		e	12	1	28925	-5	-15	1	0									App - elcoco, Apps, App - yuka, App - El CoCo
8411477910778	es				Jamón cocido extra braseado															170 g				monells	monells	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Fuente de proteínas, Alto en proteinas	en:source-of-proteins,en:high-proteins	España	en:spain			0																									100g	100g					105	kcal			3	g			0.89999997615814	g			1.5	g			1.2999999523163	g					18	g			1.9299999475479	g			0.77199997901916	g					105	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
8410843128311	es				Lacón extra																			Elpozo	elpozo	Productos a base de carne, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:prepared-meats,en:hams,en:white-hams	Sin gluten, Fuente de proteínas, Punto Verde, Alto en proteinas, Sin colorantes, Sin lactosa	en:no-gluten,en:source-of-proteins,en:green-dot,en:high-proteins,en:no-colorings,en:no-lactose	España	en:spain			0																									100g	100g					112	kcal			3.5	g			1.2	g			0.5	g			0.5	g					19.5	g			1.9	g			0.76	g					112	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	5	e	12	1	28925	-5	-15	1	0									App - yuka, Apps, App - Open Food Facts
8410843129035	es				Jamon bodega																			elpozo	elpozo	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, en:raw-cured-ham	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,en:raw-cured-ham	Sin gluten, Fuente de proteínas, Punto Verde, Alto en proteinas	en:no-gluten,en:source-of-proteins,en:green-dot,en:high-proteins	España	en:spain			0																									100g	100g					233	kcal			12.5	g			4.6	g			0	g			0	g					30	g			5	g			2	g					233	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	16	e	-5	1	28845	3	-15	1	0									App - yuka, Apps
8410843129509	es				Jamón curado reducido en sal																			Elpozo	elpozo	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, Jamón Curado	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,es:jamon-curado	Sin gluten, Fuente de proteínas, Punto Verde, Alto en proteinas	en:no-gluten,en:source-of-proteins,en:green-dot,en:high-proteins	España	en:spain			0																									100g	100g					233	kcal			12	g			4.6	g			0	g			0	g					30	g			3.5	g			1.4	g					233	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	16	e	-5	1	28845	3	-15	1	0									App - yuka, Apps
8410843109396	es				Jamón curado																			Elpozo	elpozo	Productos a base de carne, Embutidos, Jamón, Jamón Curado	en:meats-and-their-products,en:prepared-meats,en:hams,es:jamon-curado	Sin gluten, Fuente de proteínas, Punto Verde, Alto en proteinas	en:no-gluten,en:source-of-proteins,en:green-dot,en:high-proteins	España	en:spain			0																									100g	100g					228	kcal			12	g			4.6	g			0	g			0	g					30	g			5	g			2	g					228	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	16	unknown		1		-5	-15	1	0									App - elcoco, Apps, App - yuka, App - El CoCo
8410843126591	es				Jamón curado																			Elpozo	elpozo	Productos a base de carne, Embutidos, Jamón, Jamón Curado	en:meats-and-their-products,en:prepared-meats,en:hams,es:jamon-curado	Sin gluten, Fuente de proteínas, Punto Verde, Alto en proteinas	en:no-gluten,en:source-of-proteins,en:green-dot,en:high-proteins	España	en:spain			0																									100g	100g					228	kcal			12	g			4.6	g			0	g			0	g					30	g			5	g			2	g					228	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	16	unknown		1		-5	-15	1	0									App - elcoco, Apps, App - yuka, App - El CoCo
8410843109389	es				Jamón curado																			Elpozo	elpozo	Productos a base de carne, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, Jamón Curado	en:meats-and-their-products,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,es:jamon-curado	Sin gluten, Fuente de proteínas, Punto Verde, Alto en proteinas	en:no-gluten,en:source-of-proteins,en:green-dot,en:high-proteins	España	en:spain			0																									100g	100g					232	kcal			12	g			4.6	g			0	g			0	g					30	g			5	g			2	g					232	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	16	e	-5	1	28845	3	-15	1	0									App - yuka, Apps
8421384016210	es			Mini taquitos jamón	Mini taquitos jamón															90 g	50 g	Producto	es:producto	incarlopsa	incarlopsa	Productos a base de carne, Carnes, Embutidos, Jamón	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams	Sin gluten, Punto Verde	en:no-gluten,en:green-dot	Francia, España	en:france,en:spain	Mercadona	mercadona	0											pork ham, salt, sugar, antioxidants (e-331, e-301) and preservatives (e-252, e-250),	Jamón de cerdo, sal, azúcar, antioxidantes (E-331, E-301) y conservadores (E-252, E-250),													100g	100g	980	kJ			234.2	kcal			10.6	g							1	g									33.7	g													980	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	unknown		unknown		1		-5	-15	1	0									App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood, App - smoothie-openfoodfacts, App - macrofactor
8437005512030	es				Jamón de Trevélez		Jamon de trevelez													120 g	120g	en:Plástico	en:plastico	"Antonio Álvarez"	antonio-alvarez	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, Jamón de Trevélez, en:Carnes  Embutidos  Jamón	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,es:jamon-de-trevelez,en:carnes-embutidos-jamon	Sin gluten, Punto Verde, IGP	en:no-gluten,en:green-dot,en:pgi	España, en:Francia  España	en:spain,en:francia-espana	Mercadona	mercadona	0		España	en:spain				"10.02141/cu ce"	10-02141-cu-ce			pork ham and sea salt	Jamón de Cerdo y Sal Marina		Jamón de cerdo, sal marina											100g	100g	1120	kJ			268	kcal			15	g			5.5	g			0	g			0	g					33	g			3.9	g			1.56	g					1120	kJ																							en:plastic														en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	d	18	e	-1		28845	3	-10	1	0									App - elcoco, Apps, App - yuka, App - El CoCo, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts
230582800008413500011342	es																									Productos a base de carne, Embutidos, Jamón	en:meats-and-their-products,en:prepared-meats,en:hams			España	en:spain			0																									100g	100g																																																																															en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	unknown		unknown		1		-5	-15	1	0									App - smoothie-openfoodfacts, Apps
4056489257493	es				Jamon cocido															200 g				Realvalle	realvalle	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Sin gluten, Punto Verde, Sin lactosa	en:no-gluten,en:green-dot,en:no-lactose	España	en:spain			0												85% jamón de cerdo, agua, sal, aromas, estabilizantes: trifosfatos, carragenanos, sorbitol; antioxidantes: eritorbato sódico, citratos de sodio; conservador: nitrito sódico. Puede contener trazas de proteínas de la leche y soja.										Leche, Soja	en:milk,en:soybeans		100g	100g					98	kcal			2.5	g			0.9	g			0.3	g			0.3	g					18.5	g			1.9	g			0.76	g					98	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps, App - smoothie-openfoodfacts
8437000542056	es			Presunto Serrano	Jamón Serrano Premium																			Jamones Arroyo	jamones-arroyo	Productos a base de carne, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano	en:meats-and-their-products,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham	Punto Verde, Especialidad tradicional garantizada	en:green-dot,en:tsg	España	en:spain			0					España	espana																			100g	100g																																																																															en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	unknown		e	-5	1	28845	3	-15	1	0									
8480012012949	es				Jamón cocido extra															120 g				Eliges	eliges	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Bajo o sin grasas, Bajo en grasas, Punto Verde, Sin lactosa	en:low-or-no-fat,en:low-fat,en:green-dot,en:no-lactose	España	en:spain			0																									100g	100g					94	kcal			2.3	g			0.8	g			1.3	g			1.2	g					17	g			2.7	g			1.08	g					94	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	11	e	12	1	28925	-5	-15	1	0									App - yuka, Apps, App - El CoCo
8480012034620	es				Jamón cocido extra																30 g			Eliges	eliges	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Bajo o sin grasas, Bajo en grasas	en:low-or-no-fat,en:low-fat	España	en:spain			0																									100g	100g	423	kJ			100	kcal			2	g			0.7	g			2.5	g			1.1	g					18	g			1.9	g			0.76	g					423	kJ																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
8480000592187	es				Jamon de pavo bajo en grasa											Jamon de pavo cocido				500g				Hacendado	hacendado	Productos a base de carne, Carnes, Embutidos, Jamón, Aves, Pavo y sus productos, Jamón cocido, Pavo	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:poultries,en:turkey-and-its-products,en:white-hams,en:turkeys	Bajo o sin grasas, Bajo en grasas, Sin gluten, Punto Verde	en:low-or-no-fat,en:low-fat,en:no-gluten,en:green-dot	España	en:spain	Mercadona,Hacendado	mercadona,hacendado	0							ES 10.00121/B CE	es-10-00121-b-ec			turkey ham (65%), water, salt, dextrose, sugar, soy protein, stabilizers (e-451i, e-407), spices, flavorings, antioxidant (sodium ascorbate, preservative (nitrite sodium)	Jamón de pavo (65%), agua, sal, dextrosa, azúcar, proteína de soja, estabilizantes (E-451i, E-407), especias, aromas, antioxidante (ascorbato sódico), conservador (nitrito sódicol)								Soja	en:soybeans				100g	100g	356	kJ			85	kcal			2.5	g			0.9	g			1.5	g			1.5	g					14	g			1.5	g			0.6	g					356	kJ																					1	en:bag	en:plastic														en:poultry	en:fish-meat-eggs,en:meat,en:poultry	4	en:4-ultra-processed-food-and-drink-products	b	2	d	27		36300	-5	-10	1	0									App - elcoco, Apps, App - yuka, App - El CoCo, App - InFood
